,0
1140,8919695300bffff
1141,89196953647ffff
1142,891969c88abffff
1143,8919695303bffff
1144,891968241dbffff
1145,891969c8c2bffff
1146,89196952277ffff
1147,8919695207bffff
1148,8919695344bffff
1149,891969cd64fffff
1150,891969c9ba3ffff
1151,891969cf64fffff
1152,891969c8b73ffff
1153,891969cf603ffff
1154,89196826807ffff
1155,8919682686bffff
1156,89196824187ffff
1157,8919695304fffff
1158,8919682632bffff
1159,891969c899bffff
1160,89196952253ffff
1161,891969cf043ffff
1162,891969c9abbffff
1163,8919695325bffff
1164,8919682456fffff
1165,891969c8e0bffff
1166,891969c8823ffff
1167,891969c89c7ffff
1168,891969522c3ffff
1169,89196952427ffff
1170,891969c83bbffff
1171,8919682480fffff
1172,89196824583ffff
1173,89196953143ffff
1174,89196952003ffff
1175,891969cd283ffff
1176,891969caba7ffff
1177,891969536a3ffff
1178,891969c882fffff
1179,89196826e8fffff
1180,891969c9b9bffff
1181,891969cabafffff
1182,89196952213ffff
1183,891969c98b7ffff
1184,891969c893bffff
1185,89196952473ffff
1186,891969c9b83ffff
1187,89196824553ffff
1188,89196826d8fffff
1189,891969c8a87ffff
1190,8919695306bffff
1191,8919682488fffff
1192,89196953467ffff
1193,891969c8e97ffff
1194,8919695258bffff
1195,8919682692bffff
1196,89196950487ffff
1197,891969c8c47ffff
1198,89196824d07ffff
1199,891969c8ab3ffff
1200,891968245cbffff
1201,891969c98cbffff
1202,891968249d3ffff
1203,891969cd6d7ffff
1204,891969cd467ffff
1205,89196953483ffff
1206,891969cd6b3ffff
1207,89196826943ffff
1208,891969c89b3ffff
1209,891969c8e7bffff
1210,891969cab07ffff
1211,89196952497ffff
1212,89196826c67ffff
1213,891969c9307ffff
1214,8919695360bffff
1215,89196952693ffff
1216,8919682686fffff
1217,891969cf0cfffff
1218,891969c9ea7ffff
1219,891969533cbffff
1220,89196824d77ffff
1221,891969c9b43ffff
1222,89196953197ffff
1223,89196952403ffff
1224,89196824427ffff
1225,89196952483ffff
1226,891969514c3ffff
1227,891969c8b6bffff
1228,89196826917ffff
1229,89196826a13ffff
1230,891969cf6b3ffff
1231,891969524b3ffff
1232,891969534a7ffff
1233,891969c9c4bffff
1234,891969c812bffff
1235,891969caa2fffff
1236,891969c99afffff
1237,891969525c3ffff
1238,89196953563ffff
1239,891969c9817ffff
1240,891969521cfffff
1241,891969532d3ffff
1242,89196952647ffff
1243,891969c98d7ffff
1244,89196953083ffff
1245,891969c880bffff
1246,89196824137ffff
1247,891969cf04bffff
1248,891969c8137ffff
1249,891969cd0d3ffff
1250,891969520a3ffff
1251,891969526afffff
1252,8919695215bffff
1253,891969c99c3ffff
1254,891969c9d03ffff
1255,8919682698bffff
1256,89196826937ffff
1257,891969522afffff
1258,891968245a3ffff
1259,8919695246fffff
1260,891969c8eabffff
1261,891969c8e17ffff
1262,891969c8a67ffff
1263,89196826e17ffff
1264,891969c9bc3ffff
1265,89196952613ffff
1266,891969c8933ffff
1267,891969cd617ffff
1268,891969c8cdbffff
1269,891969535c7ffff
1270,89196826c73ffff
1271,891969c8a43ffff
1272,89196826e3bffff
1273,891969c8c87ffff
1274,8919695364fffff
1275,8919695249bffff
1276,89196826c7bffff
1277,891969c9a37ffff
1278,891969c81abffff
1279,891968240afffff
1280,89196824407ffff
1281,8919695302bffff
1282,891969c9863ffff
1283,89196950443ffff
1284,8919695240fffff
1285,891969521c3ffff
1286,891969c8b6fffff
1287,891969530d3ffff
1288,891969c998bffff
1289,891969c8c43ffff
1290,89196952283ffff
1291,89196824037ffff
1292,89196953363ffff
1293,891969c93c7ffff
1294,891969c9b63ffff
1295,891969c8133ffff
1296,891969c9acfffff
1297,891969526c3ffff
1298,891969c9c37ffff
1299,89196952543ffff
1300,89196826d53ffff
1301,891969525b7ffff
1302,89196951483ffff
1303,8919695237bffff
1304,891969c8b7bffff
1305,8919695338fffff
1306,891969cf6d7ffff
1307,89196826b57ffff
1308,891969c994bffff
1309,89196826e57ffff
1310,8919695068fffff
1311,89196824cabffff
1312,891969c8d37ffff
1313,891968249c3ffff
1314,891969c9907ffff
1315,891969526d7ffff
1316,891969c9dc3ffff
1317,891969c9e77ffff
1318,891969c886bffff
1319,891969c8d53ffff
1320,89196826373ffff
1321,891969c8b67ffff
1322,89196953493ffff
1323,89196824c7bffff
1324,891969cf26bffff
1325,891969c9a83ffff
1326,89196952077ffff
1327,891969c9dd3ffff
1328,891969504c7ffff
1329,89196953697ffff
1330,89196952463ffff
1331,891969524d3ffff
1332,891969c8bc3ffff
1333,8919682637bffff
1334,89196953537ffff
1335,891969c83abffff
1336,891969c8b3bffff
1337,89196824c8bffff
1338,89196826e6bffff
1339,891968269bbffff
1340,891969cd60bffff
1341,891969cd41bffff
1342,89196953377ffff
1343,89196826913ffff
1344,891969cf2b3ffff
1345,891969cab6fffff
1346,891969c830bffff
1347,891969cd653ffff
1348,891969535cfffff
1349,891969c8d8bffff
1350,891969c8e77ffff
1351,89196826d97ffff
1352,891969c980fffff
1353,891969c8a03ffff
1354,891969c8b4bffff
1355,891968269dbffff
1356,891969cab33ffff
1357,891969c8e3bffff
1358,891969c8e33ffff
1359,8919695364bffff
1360,891969c8c23ffff
1361,89196826e67ffff
1362,89196824dcfffff
1363,891969c9b67ffff
1364,89196824403ffff
1365,89196952397ffff
1366,89196824813ffff
1367,8919695256bffff
1368,891969cf6cbffff
1369,8919695346bffff
1370,891969534cbffff
1371,891969c98afffff
1372,891969c93b7ffff
1373,891968249b3ffff
1374,89196952653ffff
1375,891969c8bd3ffff
1376,89196953567ffff
1377,891969c9a43ffff
1378,891969c81a7ffff
1379,891969cab1bffff
1380,8919695362bffff
1381,891969c9edbffff
1382,891969535c3ffff
1383,89196826b6fffff
1384,891969531b7ffff
1385,891969cf627ffff
1386,89196824433ffff
1387,891968269a7ffff
1388,89196826887ffff
1389,89196953317ffff
1390,89196950687ffff
1391,89196824573ffff
1392,891969c8c33ffff
1393,89196824987ffff
1394,891969531a3ffff
1395,891969531cfffff
1396,891968268afffff
1397,891969c8947ffff
1398,8919682403bffff
1399,891969c98a7ffff
1400,8919695262fffff
1401,891969534b7ffff
1402,891969c88d3ffff
1403,891969c9877ffff
1404,8919695356fffff
1405,89196826b5bffff
1406,89196952033ffff
1407,891969c9a2bffff
1408,891969c98b3ffff
1409,891969c89cfffff
1410,89196826d6bffff
1411,891969c890bffff
1412,891968240a3ffff
1413,891969cab6bffff
1414,891969525dbffff
1415,891969cd0cfffff
1416,89196953507ffff
1417,891969c932bffff
1418,891969c938fffff
1419,891969523c3ffff
1420,891969c8bb7ffff
1421,891969c896bffff
1422,8919695242bffff
1423,891969c9c57ffff
1424,891969533cfffff
1425,89196952587ffff
1426,891969524a3ffff
1427,891969c8ea3ffff
1428,891969c9e9bffff
1429,8919682682fffff
1430,891969c9a13ffff
1431,891969c8b83ffff
1432,89196826d13ffff
1433,891969c9b6fffff
1434,89196824017ffff
1435,891969c9c1bffff
1436,891969c8a6bffff
1437,8919682696bffff
1438,89196826bdbffff
1439,891969c8a0bffff
1440,891969522d3ffff
1441,891969c992fffff
1442,891969cd603ffff
1443,89196952073ffff
1444,891969c9303ffff
1445,8919695336fffff
1446,89196826c37ffff
1447,891969c8d63ffff
1448,89196824ccfffff
1449,891969c8a7bffff
1450,89196826ea3ffff
1451,8919695040bffff
1452,891969c8ec7ffff
1453,891969525cfffff
1454,891969c996bffff
1455,89196826a17ffff
1456,891969c8123ffff
1457,891969c8877ffff
1458,89196953287ffff
1459,891969c9a9bffff
1460,891969c8ecbffff
1461,89196826eafffff
1462,891969522c7ffff
1463,891969c99d7ffff
1464,89196952037ffff
1465,89196826a87ffff
1466,89196824d67ffff
1467,891969cd457ffff
1468,89196824193ffff
1469,89196824917ffff
1470,891969c9ad7ffff
1471,891969cf2d3ffff
1472,891969c8893ffff
1473,89196952063ffff
1474,8919695361bffff
1475,89196953457ffff
1476,89196953473ffff
1477,89196826c6bffff
1478,891969cf6a3ffff
1479,891969c8d5bffff
1480,891969c8b37ffff
1481,89196952663ffff
1482,89196826b2bffff
1483,8919682483bffff
1484,891969c9d23ffff
1485,89196824d17ffff
1486,89196826e4bffff
1487,891969c9a63ffff
1488,891969c812fffff
1489,891969c88a7ffff
1490,891969c9aabffff
1491,891969cd667ffff
1492,89196952287ffff
1493,89196826b4fffff
1494,891969522bbffff
1495,89196826bc7ffff
1496,891969c8d87ffff
1497,891969504abffff
1498,89196826c2bffff
1499,891969533d7ffff
1500,89196826dd7ffff
1501,891968268abffff
1502,891969c8a37ffff
1503,891969c9e1bffff
1504,891969cd40fffff
1505,891969535d7ffff
1506,8919695330fffff
1507,891969c9843ffff
1508,891969534d3ffff
1509,89196952227ffff
1510,891969c9d53ffff
1511,891969c9ed3ffff
1512,89196826983ffff
1513,8919682692fffff
1514,89196826d63ffff
1515,89196953357ffff
1516,891969cd043ffff
1517,891969cf24bffff
1518,891969c9d37ffff
1519,89196953183ffff
1520,89196824547ffff
1521,891969520b7ffff
1522,891968241d3ffff
1523,891969cd62fffff
1524,8919695224fffff
1525,89196824c9bffff
1526,891969522cbffff
1527,8919695314fffff
1528,89196953673ffff
1529,891969c9b0fffff
1530,891969c8c93ffff
1531,891969533a7ffff
1532,8919695208fffff
1533,891969c8d93ffff
1534,89196824523ffff
1535,89196824cd3ffff
1536,8919695251bffff
1537,891969c9323ffff
1538,891969c9e6bffff
1539,891969c9d4bffff
1540,8919695316fffff
1541,89196953117ffff
1542,891969c9c67ffff
1543,89196826b7bffff
1544,8919682682bffff
1545,891969534abffff
1546,89196824587ffff
1547,891969c93a3ffff
1548,891969c8d77ffff
1549,891969532cbffff
1550,891969cd683ffff
1551,891969c9d5bffff
1552,891969cf273ffff
1553,891969cd4dbffff
1554,8919695148fffff
1555,891968245c7ffff
1556,891969c9bbbffff
1557,891969534cfffff
1558,89196953447ffff
1559,891969cd677ffff
1560,89196826b0fffff
1561,891969c8317ffff
1562,89196953463ffff
1563,8919695317bffff
1564,89196953107ffff
1565,891969c9c77ffff
1566,891969c8a9bffff
1567,891969c8d07ffff
1568,891969c9e8fffff
1569,891969c8a57ffff
1570,891969cf293ffff
1571,891969535afffff
1572,891969cf60bffff
1573,8919695259bffff
1574,8919695149bffff
1575,891969c9a93ffff
1576,891968244cfffff
1577,891969c9acbffff
1578,891969c8833ffff
1579,891969c8127ffff
1580,89196952633ffff
1581,891969cab2bffff
1582,891969c89afffff
1583,891969536bbffff
1584,891969c916fffff
1585,891969c9b17ffff
1586,89196953057ffff
1587,891969c9333ffff
1588,891969524cfffff
1589,89196953003ffff
1590,8919682442fffff
1591,891969c8e73ffff
1592,891969cf663ffff
1593,891969cf623ffff
1594,891969cf6afffff
1595,8919695349bffff
1596,891969c8923ffff
1597,89196953653ffff
1598,8919695353bffff
1599,891969cf213ffff
1600,89196826b47ffff
1601,89196826a53ffff
1602,891969c9e73ffff
1603,89196824023ffff
1604,89196826837ffff
1605,891969526abffff
1606,89196826aabffff
1607,89196953123ffff
1608,891969526bbffff
1609,89196824467ffff
1610,89196826857ffff
1611,891969c9947ffff
1612,891969cd66fffff
1613,89196952643ffff
1614,891969c997bffff
1615,891969cf637ffff
1616,891969523dbffff
1617,891969532b7ffff
1618,89196826a4bffff
1619,891969c8acbffff
1620,891969526dbffff
1621,891969525bbffff
1622,89196952097ffff
1623,891969534a3ffff
1624,89196824c67ffff
1625,8919695203bffff
1626,891969c9b8fffff
1627,891969c832fffff
1628,891969c9db3ffff
1629,891969cd4cfffff
1630,89196953607ffff
1631,891969cf243ffff
1632,891969504a3ffff
1633,891969c9e93ffff
1634,891968248d3ffff
1635,891969c99dbffff
1636,89196953263ffff
1637,891969c8cd7ffff
1638,891969532dbffff
1639,89196953367ffff
1640,89196953237ffff
1641,89196826867ffff
1642,891969533b7ffff
1643,891969c8c83ffff
1644,891969c9e33ffff
1645,8919695300fffff
1646,89196952607ffff
1647,891969c8b8fffff
1648,891969cf2cfffff
1649,891969cd61bffff
1650,891969ca963ffff
1651,891969cf617ffff
1652,891969cf057ffff
1653,891969c8d17ffff
1654,891969c8b77ffff
1655,89196826933ffff
1656,891969520afffff
1657,8919695340bffff
1658,891969526cfffff
1659,8919695269bffff
1660,891969c892fffff
1661,891969522b7ffff
1662,8919682458fffff
1663,89196826a43ffff
1664,8919695242fffff
1665,891969cd453ffff
1666,891969cab7bffff
1667,8919695320bffff
1668,89196952203ffff
1669,891969caa6fffff
1670,891969c8907ffff
1671,89196826d0fffff
1672,891969c9867ffff
1673,89196952007ffff
1674,891969535abffff
1675,8919695260fffff
1676,891969cf283ffff
1677,891969c83a7ffff
1678,89196952217ffff
1679,891969c8dbbffff
1680,8919682632fffff
1681,89196951487ffff
1682,89196952627ffff
1683,891969c83a3ffff
1684,891969c9e87ffff
1685,89196952623ffff
1686,891969c9d33ffff
1687,89196826aafffff
1688,8919682418fffff
1689,8919695202fffff
1690,89196824563ffff
1691,89196826b33ffff
1692,8919682690bffff
1693,89196826ed7ffff
1694,89196826c4fffff
1695,891969c9a0fffff
1696,891969c9e8bffff
1697,891969514b3ffff
1698,8919695320fffff
1699,891969c9b5bffff
1700,891969530b3ffff
1701,89196953623ffff
1702,891968249a3ffff
1703,891969c9c5bffff
1704,891969c9977ffff
1705,89196953453ffff
1706,891969c8e67ffff
1707,89196824577ffff
1708,891969c8ba3ffff
1709,891969530afffff
1710,891969c8b8bffff
1711,891969c8817ffff
1712,89196826b77ffff
1713,891969cf67bffff
1714,891969c8d6bffff
1715,891969cd63bffff
1716,891968240a7ffff
1717,8919682452bffff
1718,89196952017ffff
1719,89196826da3ffff
1720,89196826ac3ffff
1721,8919695359bffff
1722,89196824997ffff
1723,8919695321bffff
1724,891969524cbffff
1725,891969c8e2fffff
1726,891969c9a8bffff
1727,89196953113ffff
1728,8919682636bffff
1729,891968249a7ffff
1730,891969cab4bffff
1731,891969cf247ffff
1732,891969534b3ffff
1733,891969c8367ffff
1734,891969c8e57ffff
1735,891969c8dc3ffff
1736,891969c8b57ffff
1737,891969526a3ffff
1738,891969cf693ffff
1739,891969c8dcfffff
1740,891969cd6a3ffff
1741,891968248c7ffff
1742,891969530cfffff
1743,89196952047ffff
1744,891968241abffff
1745,89196826a03ffff
1746,8919695228fffff
1747,891969531cbffff
1748,89196826d07ffff
1749,891969cd6a7ffff
1750,891969cf28bffff
1751,89196826a83ffff
1752,8919695324fffff
1753,891969c8d27ffff
1754,891969c9823ffff
1755,891969c9903ffff
1756,89196952687ffff
1757,891969524bbffff
1758,891969cf287ffff
1759,891969536b7ffff
1760,891969c8aafffff
1761,891969c81a3ffff
1762,891969c8e0fffff
1763,8919695323bffff
1764,8919682694bffff
1765,891969522dbffff
1766,891969cd67bffff
1767,891969c8c6bffff
1768,891969c8ca3ffff
1769,891968245abffff
1770,891969c8b97ffff
1771,89196826c6fffff
1772,891969c9ddbffff
1773,891969c8a5bffff
1774,891969c8ccbffff
1775,891969c883bffff
1776,891969504cbffff
1777,891969524abffff
1778,89196953207ffff
1779,891969cf647ffff
1780,89196826b73ffff
1781,891969c9b27ffff
1782,89196824d27ffff
1783,891969c8b43ffff
1784,891969c9c73ffff
1785,891969cd66bffff
1786,891969c9c03ffff
1787,891969c9da7ffff
1788,891969cf65bffff
1789,891968244b7ffff
1790,891969c9d2fffff
1791,891968244abffff
1792,89196826e2bffff
1793,89196826a6fffff
1794,8919695220bffff
1795,89196826b97ffff
1796,89196826b13ffff
1797,8919682452fffff
1798,891969c8e47ffff
1799,891969cd6c3ffff
1800,891969c9813ffff
1801,89196826eb3ffff
1802,891969c8c6fffff
1803,891969530bbffff
1804,89196824d97ffff
1805,89196826a6bffff
1806,891969c9e83ffff
1807,89196952013ffff
1808,891969c995bffff
1809,891969c88c7ffff
1810,891969c9893ffff
1811,891969c9c0fffff
1812,891969cd6dbffff
1813,891969cf21bffff
1814,891969c8a63ffff
1815,891969525d7ffff
1816,891969c9803ffff
1817,891969c931bffff
1818,89196953223ffff
1819,89196826b23ffff
1820,8919695267bffff
1821,891969504c3ffff
1822,89196826d87ffff
1823,89196824837ffff
1824,89196953247ffff
1825,89196826d4bffff
1826,891969504b3ffff
1827,8919695312bffff
1828,891969cf66bffff
1829,89196824c47ffff
1830,8919695244fffff
1831,891968268dbffff
1832,89196826b8fffff
1833,89196826c2fffff
1834,891968249b7ffff
1835,891969532cfffff
1836,891969536a7ffff
1837,89196952247ffff
1838,89196824c07ffff
1839,8919682409bffff
1840,89196826acfffff
1841,89196824da7ffff
1842,8919682684fffff
1843,89196952467ffff
1844,89196826ddbffff
1845,89196950493ffff
1846,891969c8883ffff
1847,89196952297ffff
1848,89196826d5bffff
1849,89196824dd7ffff
1850,89196824097ffff
1851,8919695236fffff
1852,89196826dc7ffff
1853,89196953167ffff
1854,89196952393ffff
1855,8919695226bffff
1856,8919682498fffff
1857,891969cf653ffff
1858,891969c9a3bffff
1859,891969c99bbffff
1860,891969c8e37ffff
1861,891969534c3ffff
1862,891969532afffff
1863,891969c9a77ffff
1864,89196826b3bffff
1865,89196952043ffff
1866,891969cab77ffff
1867,891969c9ab7ffff
1868,891969c89a3ffff
1869,8919695307bffff
1870,891969c99a7ffff
1871,89196824ca3ffff
1872,891969c8db7ffff
1873,89196953243ffff
1874,891969504d7ffff
1875,89196826babffff
1876,891969c9c53ffff
1877,89196826d6fffff
1878,891969c9d0fffff
1879,891969531c7ffff
1880,891969c8a0fffff
1881,891969c9327ffff
1882,8919695254fffff
1883,8919695240bffff
1884,891969c9317ffff
1885,891969c9827ffff
1886,891969c8ed3ffff
1887,891969c8cabffff
1888,891969c8dcbffff
1889,891969524c3ffff
1890,89196950683ffff
1891,89196826a77ffff
1892,89196824cc3ffff
1893,891969c897bffff
1894,89196952477ffff
1895,89196826e53ffff
1896,891969c8d4fffff
1897,891969c888fffff
1898,891969535d3ffff
1899,891969cd6cbffff
1900,891968248a7ffff
1901,891969c9b93ffff
1902,891969cf6bbffff
1903,891969c9a23ffff
1904,891969c988bffff
1905,891969c8a07ffff
1906,89196826bc3ffff
1907,89196826a3bffff
1908,89196824cb7ffff
1909,8919695206bffff
1910,891969c836fffff
1911,8919695048bffff
1912,891969c9a6fffff
1913,8919695044bffff
1914,891969c8887ffff
1915,891968269b3ffff
1916,89196953617ffff
1917,891969c8cbbffff
1918,891969c9a33ffff
1919,89196953127ffff
1920,89196953233ffff
1921,8919695331bffff
1922,89196826873ffff
1923,891969c8903ffff
1924,89196953213ffff
1925,8919695363bffff
1926,8919695241bffff
1927,89196826b67ffff
1928,89196824ccbffff
1929,89196952293ffff
1930,891969c9887ffff
1931,891969c88c3ffff
1932,891969530d7ffff
1933,891969c981bffff
1934,89196826dcfffff
1935,89196952557ffff
1936,89196824d6bffff
1937,8919695239bffff
1938,8919695313bffff
1939,891969514b7ffff
1940,891969514dbffff
1941,891969504afffff
1942,891969c8967ffff
1943,8919695335bffff
1944,89196952243ffff
1945,8919695329bffff
1946,89196826c33ffff
1947,89196824c77ffff
1948,891969c88b3ffff
1949,891969cf61bffff
1950,89196826adbffff
1951,891969cd09bffff
1952,891969c9973ffff
1953,891969c8adbffff
1954,891969cd44fffff
1955,891969530c7ffff
1956,891969c8c17ffff
1957,89196826b83ffff
1958,8919695308fffff
1959,89196826bafffff
1960,8919695235bffff
1961,89196824593ffff
1962,891969520c7ffff
1963,891969c8ea7ffff
1964,8919695369bffff
1965,891969c8ac3ffff
1966,8919682688fffff
1967,8919695350fffff
1968,8919682457bffff
1969,891969c9c4fffff
1970,89196824c23ffff
1971,8919695041bffff
1972,891969c8d57ffff
1973,891969523d7ffff
1974,8919695045bffff
1975,891969c9837ffff
1976,891969c9873ffff
1977,891969c8bdbffff
1978,891969c982bffff
1979,891969cab23ffff
1980,891969c9883ffff
1981,891969c8cc7ffff
1982,891969c89d7ffff
1983,891969c8a2bffff
1984,891969c8303ffff
1985,891969cd633ffff
1986,8919695228bffff
1987,89196824c37ffff
1988,891969cd297ffff
1989,89196953347ffff
1990,891969cab67ffff
1991,8919695310bffff
1992,8919695264bffff
1993,891969c8c4fffff
1994,89196826ba7ffff
1995,89196952583ffff
1996,89196826c4bffff
1997,891969c9e23ffff
1998,8919695257bffff
1999,891969c8e5bffff
2000,891969cf6c7ffff
2001,89196826e27ffff
2002,89196953023ffff
2003,891969c9e47ffff
2004,891969c8d73ffff
2005,89196952067ffff
2006,8919682699bffff
2007,89196824d0bffff
2008,891969530abffff
2009,891969c9eabffff
2010,891969c89a7ffff
2011,89196824c33ffff
2012,891969536c3ffff
2013,891969522d7ffff
2014,891969c9bd3ffff
2015,891969cd43bffff
2016,891969c89dbffff
2017,891969cf05bffff
2018,89196826d27ffff
2019,891969c8dd7ffff
2020,8919695059bffff
2021,891969c8927ffff
2022,891969cd413ffff
2023,891969cf673ffff
2024,891969c81afffff
2025,891969c9857ffff
2026,891969cf69bffff
2027,891969523d3ffff
2028,8919695315bffff
2029,891969c9a8fffff
2030,891969504dbffff
2031,89196952093ffff
2032,891969c9377ffff
2033,89196824cc7ffff
2034,8919695305bffff
2035,891968248b3ffff
2036,891969504b7ffff
2037,89196824527ffff
2038,8919695044fffff
2039,891969c8c27ffff
2040,89196953323ffff
2041,8919682636fffff
2042,89196826963ffff
2043,891969c9367ffff
2044,891969c8eb7ffff
2045,891969cd6abffff
2046,89196950497ffff
2047,891968248b7ffff
2048,891969533afffff
2049,891969cd4c3ffff
2050,891969533bbffff
2051,891969cab27ffff
2052,89196826903ffff
2053,891969531abffff
2054,891969c8da7ffff
2055,891969c8c7bffff
2056,891969c9b57ffff
2057,891969c8957ffff
2058,891969c9bb7ffff
2059,891969532bbffff
2060,89196824c57ffff
2061,89196824c53ffff
2062,8919695352bffff
2063,891969cab17ffff
2064,891969c9997ffff
2065,8919682691bffff
2066,89196952617ffff
2067,8919695254bffff
2068,891968268c3ffff
2069,891969c882bffff
2070,89196826ecfffff
2071,89196826d2fffff
2072,891969c9d8fffff
2073,891969c813bffff
2074,891969c9b37ffff
2075,891969c980bffff
2076,891969c8ba7ffff
2077,8919695068bffff
2078,89196826e43ffff
2079,891969cd0d7ffff
2080,8919695326fffff
2081,89196952057ffff
2082,891968269abffff
2083,891969c8837ffff
2084,8919682481bffff
2085,891969cf2c7ffff
2086,8919682499bffff
2087,891969c8953ffff
2088,891969c9e4bffff
2089,891969c8d0fffff
2090,89196952413ffff
2091,89196824dabffff
2092,891969cf6d3ffff
2093,891969cab57ffff
2094,89196950457ffff
2095,89196826e7bffff
2096,89196826a7bffff
2097,8919695352fffff
2098,891969c8bcfffff
2099,891969c894bffff
2100,89196824817ffff
2101,891969c8c2fffff
2102,89196826e33ffff
2103,891969c814fffff
2104,891968241b7ffff
2105,891969cab0fffff
2106,8919695311bffff
2107,89196826b1bffff
2108,891969cab3bffff
2109,891968249cbffff
2110,891969c8993ffff
2111,89196826ba3ffff
2112,891968269afffff
2113,89196824c0fffff
2114,89196824423ffff
2115,89196826e13ffff
2116,891969cd473ffff
2117,8919695255bffff
2118,891969c9d97ffff
2119,891969c8b17ffff
2120,89196952563ffff
2121,89196824c13ffff
2122,891969c9b87ffff
2123,8919695318bffff
2124,89196952273ffff
2125,891969c9937ffff
2126,891969c8a93ffff
2127,891969504cfffff
2128,891969c8d97ffff
2129,891969c8e2bffff
2130,891969c98abffff
2131,891969cf657ffff
2132,8919695264fffff
2133,89196826e63ffff
2134,89196826ea7ffff
2135,89196826c47ffff
2136,891969c9a1bffff
2137,89196824883ffff
2138,89196953293ffff
2139,8919695225bffff
2140,89196824d23ffff
2141,89196826db3ffff
2142,8919695244bffff
2143,89196953477ffff
2144,891969525a7ffff
2145,891969c8a8bffff
2146,89196953033ffff
2147,8919682698fffff
2148,89196953373ffff
2149,8919682442bffff
2150,891969c8e4bffff
2151,891969c8a2fffff
2152,891969cd613ffff
2153,89196953573ffff
2154,891969cf2dbffff
2155,891969535a3ffff
2156,891969c8c67ffff
2157,891969c9ab3ffff
2158,891969c8a27ffff
2159,891969c8b93ffff
2160,8919695209bffff
2161,891969c8d7bffff
2162,891969cd423ffff
2163,891969c8323ffff
2164,89196826863ffff
2165,891969504d3ffff
2166,891968248d7ffff
2167,89196953443ffff
2168,891969531bbffff
2169,8919695337bffff
2170,891969c89c3ffff
2171,891969c8803ffff
2172,891969c8c63ffff
2173,891969c9bdbffff
2174,8919682408fffff
2175,891969c9a03ffff
2176,891969c99b3ffff
2177,891969cab5bffff
2178,89196953093ffff
2179,891968268c7ffff
2180,891969c8117ffff
2181,891969c9dafffff
2182,891969c8d67ffff
2183,8919695326bffff
2184,89196953427ffff
2185,89196826337ffff
2186,89196824d8bffff
2187,891969524b7ffff
2188,8919695339bffff
2189,89196953203ffff
2190,891969c8873ffff
2191,891969530a7ffff
2192,891969c8e03ffff
2193,891969cd62bffff
2194,891969c8bafffff
2195,891969520c3ffff
2196,89196826bbbffff
2197,891969c8eafffff
2198,891969536afffff
2199,89196950403ffff
2200,891968268b3ffff
2201,891969c9b73ffff
2202,89196826ad3ffff
2203,891969cd65bffff
2204,89196824507ffff
2205,891969cf2cbffff
2206,891969cf26fffff
2207,89196824543ffff
2208,89196826b87ffff
2209,891969c9bb3ffff
2210,891968248afffff
2211,89196826dc3ffff
2212,891969c8d2bffff
2213,8919695348fffff
2214,891969536d7ffff
2215,8919682681bffff
2216,891969cf63bffff
2217,891969c8e93ffff
2218,8919695357bffff
2219,891969c8e83ffff
2220,89196826a63ffff
2221,89196824567ffff
2222,89196953513ffff
2223,89196826363ffff
2224,89196824513ffff
2225,89196953583ffff
2226,891969cf643ffff
2227,891969c8cc3ffff
